trial_id,pair_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.000,0.0,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.100,0.1,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.200,0.2,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.300,0.3,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.400,0.4,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.500,0.5,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.600,0.6,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.700,0.7,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.800,0.8,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,0.900,0.9,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.000,1.0,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.100,1.1,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.200,1.2,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.300,1.3,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.400,1.4,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.500,1.5,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.600,1.6,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.700,1.7,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.800,1.8,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,1.900,1.9,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.000,2.0,command,0.0000,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.100,2.1,command,0.0452,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.200,2.2,command,0.0904,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.300,2.3,command,0.1355,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.400,2.4,command,0.1807,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.500,2.5,command,0.2259,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.600,2.6,command,0.2711,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.700,2.7,command,0.3163,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.800,2.8,command,0.3615,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,2.900,2.9,command,0.4066,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.000,3.0,command,0.4518,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.100,3.1,command,0.4970,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.200,3.2,command,0.5422,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.300,3.3,command,0.5874,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.400,3.4,command,0.6326,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.500,3.5,command,0.6777,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.600,3.6,command,0.7229,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.700,3.7,command,0.7681,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.800,3.8,command,0.8133,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,3.900,3.9,command,0.8585,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.000,4.0,command,0.9036,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.100,4.1,command,0.9488,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.200,4.2,command,0.9940,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.300,4.3,command,1.0392,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.400,4.4,command,1.0844,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.500,4.5,command,1.1296,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.600,4.6,command,1.1747,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.700,4.7,command,1.2199,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.800,4.8,command,1.2651,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,4.900,4.9,command,1.3103,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.000,5.0,command,1.3555,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.100,5.1,command,1.4007,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.200,5.2,command,1.4458,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.300,5.3,command,1.4910,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.400,5.4,command,1.5362,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.500,5.5,command,1.5814,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.600,5.6,command,1.6266,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.700,5.7,command,1.6718,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.800,5.8,command,1.7169,0.0000,0.0000,0.000,0.000,0.000,compensated
M23A_S2_marble_floor_V050_comp_R3,M23A_S2_marble_floor_V050_P3,compensated,0.5,0.4518249304121061,5.900,5.9,command,1.7621,0.0000,0.0000,0.000,0.000,0.000,compensated
