trial_id,pair_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.000,0.0,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.100,0.1,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.200,0.2,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.300,0.3,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.400,0.4,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.500,0.5,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.600,0.6,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.700,0.7,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.800,0.8,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,0.900,0.9,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.000,1.0,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.100,1.1,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.200,1.2,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.300,1.3,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.400,1.4,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.500,1.5,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.600,1.6,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.700,1.7,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.800,1.8,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,1.900,1.9,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.000,2.0,command,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.100,2.1,command,0.0500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.200,2.2,command,0.1000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.300,2.3,command,0.1500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.400,2.4,command,0.2000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.500,2.5,command,0.2500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.600,2.6,command,0.3000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.700,2.7,command,0.3500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.800,2.8,command,0.4000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,2.900,2.9,command,0.4500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.000,3.0,command,0.5000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.100,3.1,command,0.5500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.200,3.2,command,0.6000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.300,3.3,command,0.6500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.400,3.4,command,0.7000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.500,3.5,command,0.7500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.600,3.6,command,0.8000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.700,3.7,command,0.8500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.800,3.8,command,0.9000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,3.900,3.9,command,0.9500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.000,4.0,command,1.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.100,4.1,command,1.0500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.200,4.2,command,1.1000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.300,4.3,command,1.1500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.400,4.4,command,1.2000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.500,4.5,command,1.2500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.600,4.6,command,1.3000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.700,4.7,command,1.3500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.800,4.8,command,1.4000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,4.900,4.9,command,1.4500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,5.000,5.0,command,1.5000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,5.100,5.1,command,1.5500,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V050_dire_R3,M23A_S2_marble_floor_V050_P3,direct,0.5,0.5,5.200,5.2,command,1.6000,0.0000,0.0000,0.000,0.000,0.000,direct
