trial_id,pair_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.000,0.0,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.100,0.1,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.200,0.2,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.300,0.3,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.400,0.4,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.500,0.5,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.600,0.6,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.700,0.7,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.800,0.8,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,0.900,0.9,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.000,1.0,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.100,1.1,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.200,1.2,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.300,1.3,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.400,1.4,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.500,1.5,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.600,1.6,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.700,1.7,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.800,1.8,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,1.900,1.9,idle,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,2.000,2.0,command,0.0000,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,2.100,2.1,command,0.0550,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,2.200,2.2,command,0.1100,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,2.300,2.3,command,0.1650,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,2.400,2.4,command,0.2200,0.0000,0.0000,0.000,0.000,0.000,direct
M23A_S2_marble_floor_V055_dire_R2,M23A_S2_marble_floor_V055_P2,direct,0.55,0.55,2.500,2.5,command,0.2750,0.0000,0.0000,0.000,0.000,0.000,direct
